"Date","Lifetime.Total.Likes","Daily.New.Likes","Daily.Unlikes","Daily.Page.Engaged.Users","Weekly.Page.Engaged.Users","X28.Days.Page.Engaged.Users","Daily.Total.Reach","Weekly.Total.Reach","X28.Days.Total.Reach","Daily.Organic.Reach","Weekly.Organic.Reach","X28.Days.Organic.Reach","Daily.Paid.Reach","Weekly.Paid.Reach","X28.Days.Paid.Reach","Daily.Total.Impressions","Weekly.Total.Impressions","X28.Days.Total.Impressions","Daily.Organic.impressions","Weekly.Organic.impressions","X28.Days.Organic.impressions","Daily.Paid.Impressions","Weekly.Paid.Impressions","X28.Days.Paid.Impressions","Daily.Logged.in.Page.Views","Weekly.Logged.in.Page.Views","Daily.Logged.in.Page.Views.1","Weekly.Logged.in.Page.Views.1","Daily.Reach.of.page.posts","Weekly.Reach.of.page.posts","X28.Days.Reach.of.page.posts","Daily.Organic.Reach.of.Page.posts","Weekly.Organic.Reach.of.Page.posts","X28.Days.Organic.Reach.of.Page.posts","Daily.Paid.Reach.of.Page.posts","Weekly.Paid.Reach.of.Page.posts","X28.Days.Paid.Reach.of.Page.posts","Daily.Total.Impressions.of.your.posts","Weekly.Total.Impressions.of.your.posts","X28.Days.Total.Impressions.of.your.posts","Daily.Organic.impressions.of.your.posts","Weekly.Organic.impressions.of.your.posts","X28.Days.Organic.impressions.of.your.posts","Daily.Paid.impressions.of.your.posts","Weekly.Paid.impressions.of.your.posts","X28.Days.Paid.impressions.of.your.posts","Daily.Total.Consumers","Weekly.Total.Consumers","X28.Days.Total.Consumers","Daily.Page.consumptions","Weekly.Page.consumptions","X28.Days.Page.consumptions","Daily.Negative.feedback","Weekly.Negative.feedback","X28.Days.Negative.feedback","Daily.Negative.Feedback.from.Users","Weekly.Negative.Feedback.from.Users","X28.Days.Negative.Feedback.from.Users","Daily.Total.check.ins","Weekly.Total.check.ins","X28.Days.Total.check.ins","Daily.Total.check.ins.1","Weekly.Total.check.ins.1","X28.Days.Total.check.ins.1","Daily.Total.check.ins.using.mobile.devices","Weekly.Total.check.ins.using.mobile.devices","X28.Days.Total.check.ins.using.mobile.devices","Daily.Total.check.ins.using.mobile.devices.1","Weekly.Total.check.ins.using.mobile.devices.1","X28.Days.Total.check.ins.using.mobile.devices.1","Daily.Daily.count.of.fans.online","Daily.Total.Video.Views","Weekly.Total.Video.Views","X28.Days.Total.Video.Views","Daily.Total.organic.video.views","Weekly.Total.organic.video.views","X28.Days.Total.organic.video.views","Daily.Total.promoted.video.views","Weekly.Total.promoted.video.views","X28.Days.Total.promoted.video.views","Daily.Total.autoplayed.video.views","Weekly.Total.autoplayed.video.views","X28.Days.Total.autoplayed.video.views","Daily.Total.video.views.after.clicking","Weekly.Total.video.views.after.clicking","X28.Days.Total.video.views.after.clicking","Daily.Total.number.of.time.a.video.has.seen.again","Weekly.Total.number.of.time.a.video.has.seen.again","X28.Days.Total.number.of.time.a.video.has.seen.again","Daily.Total.Unique.Video.Views","Weekly.Total.Unique.Video.Views","X28.Days.Total.Unique.Video.Views","Daily.Total.30.Second.Views","Weekly.Total.30.Second.Views","X28.Days.Total.30.Second.Views","Daily.Total.organic.video.views.for.30s.or.to.the.end","Weekly.Total.organic.video.views.for.30s.or.to.the.end","X28.Days.Total.organic.video.views.for.30s.or.to.the.end","Daily.Paid.30.Second.Views","Weekly.Paid.30.Second.Views","X28.Days.Paid.30.Second.Views","Daily.Auto.Played.30.Second.Views","Weekly.Auto.Played.30.Second.Views","X28.Days.Auto.Played.30.Second.Views","Daily.Video.views.for.30s.or.to.the.end.after.clicking","Weekly.Video.views.for.30s.or.to.the.end.after.clicking","X28.Days.Video.views.for.30s.or.to.the.end.after.clicking","Daily.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Weekly.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","X28.Days.Number.of.time.a.video.has.seen.again.for.30s.or.to.the.end","Daily.Total.Unique.30.Second.Views","Weekly.Total.Unique.30.Second.Views","X28.Days.Total.Unique.30.Second.Views","Daily.People.Talking.About.This","Weekly.People.Talking.About.This","X28.Days.People.Talking.About.This","page_get_directions_clicks_logged_in_count.day","page_get_directions_clicks_logged_in_count.week","page_get_directions_clicks_logged_in_unique.day","page_get_directions_clicks_logged_in_unique.week","page_call_phone_clicks_logged_in_count.day","page_call_phone_clicks_logged_in_count.week","page_call_phone_clicks_logged_in_unique.day","page_call_phone_clicks_logged_in_unique.week","page_website_clicks_logged_in_count.day","page_website_clicks_logged_in_count.week","page_website_clicks_logged_in_unique.day","page_website_clicks_logged_in_unique.week","page_cta_clicks_logged_in_total.day","page_cta_clicks_logged_in_total.week","page_cta_clicks_logged_in_unique.day","page_cta_clicks_logged_in_unique.week","mes","anio"
2016-07-08,1590604,356,251,21006,115975,574661,1640911,5154738,12384141,60336,238319,1394901,1580575,4916419,10989240,1805233,10481802,50039396,174426,1308872,7490422,1630807,9172930,42548974,294,1521,205,877,1631669,5100080,11389030,51094,183661,399790,1580575,4916419,10989240,1795683,10380819,47287403,164876,1207889,4738429,1630807,9172930,42548974,18499,105654,533102,22596,137631,749980,16,84,660,18,94,728,0,0,0,0,0,0,0,0,0,0,0,0,1245928,68586,576562,2962380,4080,51935,247437,64506,524627,2714943,65887,550881,2860980,2699,25681,101400,1472,76730,1198686,67114,499832,1763694,7073,76293,376627,605,8613,56886,6468,67680,319741,6127,66003,333180,946,10290,43447,0,1930,50519,7112,74363,326108,3397,16837,72835,0,0,0,0,0,0,0,0,5,20,5,20,13,101,13,93,7,2016
2016-07-09,1590709,321,192,19485,122125,561234,1617251,5341479,12450472,43651,184260,1370757,1573600,5157219,11079715,1777833,11170949,49733495,128526,1253833,7413617,1649307,9917116,42319878,157,1563,119,922,1614089,5300333,11468952,40489,143114,389237,1573600,5157219,11079715,1772961,11093827,46980425,123654,1176711,4660547,1649307,9917116,42319878,17067,110629,522364,20015,144326,734700,12,83,632,13,92,693,0,0,0,0,0,0,0,0,0,0,0,0,1235629,77745,553667,2789565,4271,51438,240033,73474,502229,2549532,74757,530137,2691921,2988,23530,97644,3625,83094,1071011,74120,470573,1718554,8325,70183,350995,574,8479,55712,7751,61704,295283,7326,60870,309043,999,9313,41952,0,1491,45511,8442,68692,305484,2835,16904,69661,0,0,0,0,0,0,0,0,2,22,2,22,7,96,7,89,7,2016
2016-07-10,1590820,324,196,21121,129012,559673,1653534,5527628,12541284,64340,193359,1355720,1589194,5334269,11185564,1919572,12104012,49364870,137549,1222814,7337898,1782023,10881198,42026972,168,1614,123,962,1651770,5491173,11555391,62576,156904,369827,1589194,5334269,11185564,1914816,12037003,46610974,132793,1155805,4584002,1782023,10881198,42026972,19141,118244,516796,21133,153945,722827,17,90,584,18,102,640,0,0,0,0,0,0,0,0,0,0,0,0,1231452,98526,531870,2607391,4511,48882,231317,94015,482988,2376074,94718,509631,2511163,3808,22239,96228,1303,83255,950755,97223,448615,1656636,11639,65430,329139,639,8244,54605,11000,57186,274534,10201,56794,287806,1438,8636,41333,91,2514,35739,11548,62916,293400,2681,17007,66529,0,0,0,0,0,0,0,0,2,24,1,23,12,96,12,89,7,2016
2016-07-11,1590942,359,208,22872,135330,560750,1762645,5661441,12516530,79297,203263,1356950,1683348,5458178,11159580,2021315,13133797,49550953,259039,1331722,7425994,1762276,11802075,42124959,345,1688,226,999,1761642,5629596,11523641,78294,171418,364061,1683348,5458178,11159580,2015457,13066337,46794754,253181,1264262,4669795,1762276,11802075,42124959,18600,122773,516871,23822,160321,715215,25,103,571,29,121,634,0,0,0,0,0,0,0,0,0,0,0,0,1252045,85623,534969,2561684,4520,47226,219766,81103,487743,2341918,82122,513524,2466734,3501,21445,94950,5514,85443,936534,80109,449526,1625150,10022,63218,317353,639,7786,47411,9383,55432,269942,8758,55161,277806,1264,8057,39547,296,3012,31572,9726,60206,285781,5678,19228,64976,0,0,0,0,0,0,0,0,7,26,7,25,16,98,15,92,7,2016
2016-07-12,1591124,407,210,30608,146837,559450,2921241,6489644,13124747,96321,250796,1456796,2824920,6238848,11667951,3356341,14935733,51382299,253560,1446794,7565563,3102781,13488939,43816736,332,1794,197,1047,2918831,6460868,12076824,93911,222020,408873,2824920,6238848,11667951,3346074,14863081,48619078,243293,1374142,4802342,3102781,13488939,43816736,25787,132813,521544,31001,169874,722849,24,120,568,25,137,627,0,0,0,0,0,0,0,0,0,0,0,0,1251855,59552,526695,2568992,3395,46516,212830,56157,480179,2356162,57441,505928,2473403,2111,20767,95589,1322,84369,943988,58230,442326,1625004,6376,60585,316571,481,7597,45594,5895,52988,270977,5558,52848,277000,818,7737,39571,0,2602,31210,6514,57983,285361,5783,22060,66297,0,0,0,0,0,0,0,0,1,25,1,24,25,110,24,106,7,2016
2016-07-13,1591425,569,244,51272,176353,570996,3766734,7457466,13509317,167807,257933,1313152,3598927,7199533,12196165,4473601,17469498,54001390,516732,1719212,7706091,3956869,15750286,46295299,394,1935,263,1144,3747926,7454099,12592987,148999,254566,396822,3598927,7199533,12196165,4455865,17392225,51471454,498996,1641939,5176155,3956869,15750286,46295299,46239,160012,533074,56218,200983,739962,37,143,575,38,162,634,0,0,0,0,0,0,0,0,0,0,0,0,1251409,55184,506645,2542959,3751,30762,201503,51433,475883,2341456,52900,487027,2449205,2284,19618,93754,1880,72862,940608,53304,433783,1602351,5812,56191,304744,557,4541,36288,5255,51650,268456,4970,49038,267017,842,7153,37727,150,2803,30625,5662,53388,274119,8259,26732,69376,0,0,0,0,0,0,0,0,7,27,6,25,20,114,20,110,7,2016
2016-07-14,1591635,454,214,40487,193331,581360,3540256,8237671,13902643,84240,288599,1164762,3456016,7949072,12737881,3797582,19151477,56125983,239091,1708923,7618630,3558491,17442554,48507353,800,2490,198,1172,3539750,8237671,13044346,83734,288599,306465,3456016,7949072,12737881,3787662,19088518,53810012,229171,1645964,5302659,3558491,17442554,48507353,35720,175319,544097,42359,217144,754121,13,139,555,13,154,615,0,0,0,0,0,0,0,0,0,0,0,0,1250649,187565,632781,2686925,10152,34680,203809,177413,598101,2483116,180952,608777,2588166,6613,24004,98759,6780,75334,966719,180785,557447,1720206,24672,73919,321785,1378,4873,34258,23294,69046,287527,22354,65294,282734,2318,8625,39051,714,5702,32233,23958,68217,289552,6152,28561,71901,0,0,0,0,0,0,0,0,3,27,3,25,27,120,26,119,7,2016
2016-07-15,1591761,372,217,29059,198079,586275,2660905,8505958,14118072,60989,290699,1183982,2599916,8215259,12934090,2899299,20245543,57498073,192905,1727402,7680464,2706394,18518141,49817609,279,2475,172,1141,2653494,8505958,13228515,53578,290699,294425,2599916,8215259,12934090,2886362,20179197,55202282,179968,1661056,5384673,2706394,18518141,49817609,25483,179489,546754,30382,224930,761360,13,136,544,13,149,608,0,0,0,0,0,0,0,0,0,0,0,0,1250316,207190,771385,2835669,9341,39941,208590,197849,731444,2627079,200978,743868,2732364,6212,27517,103305,1504,73288,1002559,205686,698097,1833110,27275,94121,341685,1272,5540,34571,26003,88581,307114,25049,84216,301252,2226,9905,40433,0,3651,35758,27469,90470,305927,4664,29891,72151,0,0,0,0,0,0,0,0,3,25,3,23,29,136,27,131,7,2016
2016-07-16,1591892,362,195,28386,204210,583951,2516191,8674903,14215392,58039,305150,1182521,2458152,8369753,13032871,2840099,21307809,58476063,176037,1774913,7694813,2664062,19532896,50781250,174,2492,117,1138,2514149,8668843,13314843,55997,299090,281972,2458152,8369753,13032871,2831655,21237891,56179193,167593,1704995,5397943,2664062,19532896,50781250,24892,185409,545625,28074,232989,764097,9,134,535,9,145,593,0,0,0,0,0,0,0,0,0,0,0,0,1239440,221936,915576,2961190,9615,45285,211925,212321,870291,2749265,215694,884805,2854245,6242,30771,106945,8448,96286,1050256,213488,819290,1910934,28728,114524,359544,1325,6291,34807,27403,108233,324737,26477,103367,317978,2251,11157,41566,162,1925,40433,28566,112599,319111,4003,30998,72146,0,0,0,0,0,0,0,0,0,23,0,21,14,143,12,136,7,2016
2016-07-17,1592083,395,192,31326,213598,594062,2884916,8933703,14262776,78764,303040,1187499,2806152,8630663,13075277,3085078,22473315,59728226,178249,1815613,7745644,2906829,20657702,51982582,197,2521,143,1164,2884916,8927276,13365413,78764,296613,290136,2806152,8630663,13075277,3077548,22400623,57428357,170719,1742921,5445775,2906829,20657702,51982582,27880,193954,559856,31732,243588,773293,4,124,521,4,131,575,0,0,0,0,0,0,0,0,0,0,0,0,1235940,249356,1066406,3061414,10173,50947,211145,239183,1015459,2850269,241271,1031358,2949416,8085,35048,111998,12301,129056,1080390,237055,937350,1981024,32704,135589,375518,1401,7053,34701,31303,128536,340817,29700,122866,332302,3004,12723,43216,0,2807,42467,32868,132782,333051,4068,31362,70736,0,0,0,0,0,0,0,0,6,27,6,26,16,147,14,138,7,2016
2016-07-18,1592257,395,191,21819,211753,595598,1929918,9097925,14342002,78437,320313,1239276,1851481,8777612,13102726,2248233,22700233,60357954,203051,1759625,7841784,2045182,20940608,52516170,243,2419,164,1109,1925193,9079596,13438603,73712,301984,335877,1851481,8777612,13102726,2242484,22627650,58056278,197302,1687042,5540108,2045182,20940608,52516170,19300,191299,557281,22697,242463,775880,8,109,500,10,112,562,0,0,0,0,0,0,0,0,0,0,0,0,1254034,155489,1136272,3110999,6815,53242,211076,148674,1083030,2899923,150896,1100132,2996506,4593,36140,114493,4972,146472,1088704,150517,989800,2022295,22348,147915,386615,988,7402,34733,21360,140513,351882,20632,134740,342570,1716,13175,44045,0,772,36715,22386,147143,349900,3434,29917,71294,0,0,0,0,0,0,0,0,7,27,7,26,16,147,16,139,7,2016
2016-07-19,1592469,428,222,23337,203242,590233,2315551,9098368,14437742,94556,304371,1090558,2220995,8793997,13347184,2640175,21984067,60716019,221908,1727973,7166855,2418267,20256094,53549164,274,2361,183,1100,2267282,9049354,13638379,46287,255357,291195,2220995,8793997,13347184,2563509,21845085,59084062,145242,1588991,5534898,2418267,20256094,53549164,20841,187200,551376,25096,236558,766003,11,95,488,11,98,549,0,0,0,0,0,0,0,0,0,0,0,0,1252697,115902,1192622,3141278,5087,54934,211152,110815,1137688,2930126,112753,1155444,3026441,3149,37178,114837,762,165374,1075886,115140,1027248,2065392,15817,157356,392816,806,7727,34794,15011,149629,358022,14639,143821,348765,1178,13535,44051,0,3687,36043,16391,153669,356773,3739,27816,72214,0,0,0,0,0,0,0,0,8,34,8,33,26,148,22,135,7,2016
2016-07-20,1592695,456,228,24377,177528,598147,2386602,8385841,14439847,55887,158702,1062028,2330715,8227139,13377819,2763148,20273614,61677784,202556,1413797,7027088,2560592,18859817,54650696,306,2273,188,1028,2353580,8342430,13662828,22865,115291,285009,2330715,8227139,13377819,2705371,20094591,60178023,144779,1234774,5527327,2560592,18859817,54650696,21355,161062,562689,26246,206586,765318,8,65,475,8,68,532,0,0,0,0,0,0,0,0,0,0,0,0,1251158,124349,1261787,3198326,5293,56476,212423,119056,1205311,2985903,120773,1223317,3082206,3576,38470,116120,0,180841,1075155,126464,1080946,2123171,17723,169267,403229,799,7969,35003,16924,161298,368226,16316,155167,358802,1407,14100,44427,0,2712,32010,18173,166555,371219,3642,24241,72460,0,0,0,0,0,0,0,0,4,31,4,31,13,141,12,126,7,2016
2016-07-21,1592833,397,251,20035,166004,596998,1744802,7717298,14530906,63564,193520,1145858,1681238,7523778,13385048,1998416,18474448,62210918,187414,1362120,7033535,1811002,17112328,55177383,251,1724,151,982,1739656,7666255,13765328,58418,142477,380280,1681238,7523778,13385048,1988216,18295145,60714022,177214,1182817,5536639,1811002,17112328,55177383,17180,149212,561112,21006,185233,763728,9,59,465,10,65,525,0,0,0,0,0,0,0,0,0,0,0,0,1250406,120333,1194555,3265236,6051,52375,215124,114282,1142180,3050112,117218,1159583,3147793,3115,34972,117443,8356,181164,1115462,111977,1013391,2149774,16284,160879,413261,866,7457,35366,15418,153422,377895,15133,147946,368409,1151,12933,44852,446,1585,35271,15838,159294,377990,3360,21610,71614,0,0,0,0,0,0,0,0,1,29,1,29,17,131,15,112,7,2016
2016-07-22,1593019,411,223,37335,179620,609842,2264786,7594494,14562541,465524,552937,1294779,1799262,7041557,13267762,2751433,18326582,63424740,801352,1970567,7612387,1950081,16356015,55812353,221,1666,150,956,1843330,7184391,13652591,44068,142834,384829,1799262,7041557,13267762,2117122,17525905,61299211,167041,1169890,5486858,1950081,16356015,55812353,34014,163608,573675,39156,194007,779059,14,63,456,15,67,515,0,0,0,0,0,0,0,0,0,0,0,0,1249888,116493,1103858,3327909,7610,50644,218948,108883,1053214,3108961,113541,1072146,3210008,2952,31712,117901,2119,159103,1129714,114374,944755,2198195,14940,148544,421857,1014,7199,35818,13926,141345,386039,13816,136713,376899,1124,11831,44958,0,3374,38176,14943,145170,383681,3450,20188,71926,0,0,0,0,0,0,0,0,3,29,3,29,25,127,25,112,7,2016
2016-07-23,1593106,330,244,23822,169139,603985,1844425,7268085,14362271,241456,654172,1346680,1602969,6613913,13015591,2236821,17723304,63681763,442138,2236668,7855722,1794683,15486636,55826041,201,1693,138,979,1667189,6711920,13376578,64220,98007,360987,1602969,6613913,13015591,1965830,16660080,61290755,171147,1173444,5464714,1794683,15486636,55826041,21373,152959,567512,24872,190805,777428,7,61,441,12,70,505,0,0,0,0,0,0,0,0,0,0,0,0,1239527,123282,1005204,3308430,5310,46339,216984,117972,958865,3091446,120326,976778,3192014,2956,28426,116416,0,144871,1133863,127381,860333,2174567,15474,135290,423437,755,6629,35646,14719,128661,387791,14345,124581,378933,1129,10709,44504,0,4680,32752,15893,130610,390685,3050,19089,71534,0,0,0,0,0,0,0,0,1,30,1,30,18,131,18,118,7,2016
2016-07-24,1593250,387,234,19307,154931,575215,1843674,6648035,13866314,67066,664938,1108598,1776608,5983097,12757716,2103904,16742130,63091821,194012,2252431,7177553,1909892,14489699,55914268,182,1678,123,959,1829893,6131190,13123877,53285,148093,366161,1776608,5983097,12757716,2072906,15655438,61365940,163014,1165739,5451672,1909892,14489699,55914268,17005,141611,539783,19792,178865,743544,6,63,414,7,73,471,0,0,0,0,0,0,0,0,0,0,0,0,1234300,137110,892958,3280747,5593,41759,214177,131517,851199,3066570,134190,869697,3165354,2920,23261,115393,4096,124916,1124489,133014,768042,2156258,16812,119398,424402,805,6033,35461,16007,113365,388941,15739,110620,380336,1073,8778,44066,883,5419,38558,15929,113979,385844,2908,17948,71021,0,0,0,0,0,0,0,0,3,27,3,26,19,134,18,122,7,2016
2016-07-25,1593417,401,223,18511,152383,575235,1793998,6550382,13755026,97427,663290,1078005,1696571,5887092,12677021,2088196,16582093,63253457,218645,2268025,6989435,1869551,14314068,56264022,249,1684,166,952,1770259,5998287,13091040,73688,111195,414019,1696571,5887092,12677021,2056243,15469197,61750534,186692,1155129,5486512,1869551,14314068,56264022,15883,138665,540531,20593,176761,737621,8,63,400,8,71,460,0,0,0,0,0,0,0,0,0,0,0,0,1254335,132052,869521,3309410,6323,41267,214635,125729,828254,3094775,129058,847859,3193578,2994,21662,115832,0,129736,1151896,133269,739785,2157514,16035,113085,430588,856,5901,35645,15179,107184,394943,14957,104945,386416,1078,8140,44172,42,5616,43295,15993,107469,387293,3050,17703,70175,0,0,0,0,0,0,0,0,1,21,1,20,19,137,19,127,7,2016
2016-07-26,1593681,470,216,24386,148193,576621,2437374,6761271,13641137,144930,654932,1140769,2292444,6106339,12500368,2882401,16824319,64362892,302736,2348853,7049973,2579665,14475466,57312919,309,1719,208,970,2384093,6247253,12926312,91649,140914,425944,2292444,6106339,12500368,2810727,15716415,62832356,231062,1240949,5519437,2579665,14475466,57312919,20949,134022,536591,25849,177514,740045,10,60,390,10,70,451,0,0,0,0,0,0,0,0,0,0,0,0,1250710,115950,869569,3341138,5360,41540,214491,110590,828029,3126647,113495,848601,3226252,2455,20968,114886,0,131185,1172432,116057,738384,2168706,14572,111840,436549,772,5867,35657,13800,105973,400892,13672,103978,392791,900,7862,43758,276,4697,36339,14296,107143,400210,4578,18477,70763,0,0,0,0,0,0,0,0,4,17,4,17,19,130,19,125,7,2016
2016-07-27,1593876,445,244,30370,151584,573695,2457129,6892134,13478776,316453,935883,1372729,2140676,5956251,12106047,3018594,17079765,64789052,569313,2715610,7231572,2449281,14364155,57557480,339,1752,200,985,2207469,6122612,12563783,66793,166361,457736,2140676,5956251,12106047,2684165,15695209,63003782,234884,1331054,5446302,2449281,14364155,57557480,27553,139930,529592,33856,185124,732585,16,68,362,19,81,418,0,0,0,0,0,0,0,0,0,0,0,0,1248568,113815,859035,3322542,4652,40899,192604,109163,818136,3129938,111434,839262,3212237,2381,19773,110305,670,127701,1178144,113145,731334,2144398,14699,108816,432706,677,5745,30019,14022,103071,402687,13823,101485,390986,876,7331,41720,78,5057,31545,14621,103759,401161,3907,18540,71101,0,0,0,0,0,0,0,0,3,16,3,16,22,139,21,133,7,2016
2016-07-28,1594071,426,220,27133,157985,569452,2135125,7159892,13512855,512264,1295086,1678586,1622861,5864806,11834269,2633709,17715058,65264021,900368,3428564,7855477,1733341,14286494,57408544,271,1772,181,1025,1732024,6024564,12298730,109163,159758,464461,1622861,5864806,11834269,1949001,15655994,62831899,215660,1369500,5423355,1733341,14286494,57408544,24854,146870,529119,31183,195301,732705,10,68,338,10,81,392,0,0,0,0,0,0,0,0,0,0,0,0,1247054,108136,846838,3312528,4176,39024,180413,103960,807814,3132115,106073,828117,3204991,2063,18721,107537,0,114342,1158860,108933,732496,2153668,13305,105837,430357,563,5442,26889,12742,100395,403468,12586,98938,389798,719,6899,40559,0,3908,31676,13838,101929,398681,3041,18478,70926,0,0,0,0,0,0,0,0,2,17,2,16,13,135,13,134,7,2016
2016-07-29,1594162,342,242,23278,143147,568213,1914424,7001253,13765832,474206,1272072,1859035,1440218,5729181,11906797,2383537,17347162,66401089,779613,3406825,8413666,1603924,13940337,57987423,296,1847,182,1059,1522884,5923735,12403422,82666,194554,496625,1440218,5729181,11906797,1824698,15363570,63449491,220774,1423233,5462068,1603924,13940337,57987423,20833,130877,525875,25313,181458,738026,14,67,334,16,82,392,0,0,0,0,0,0,0,0,0,0,0,0,1246095,108375,838720,3290525,4062,35476,177996,104313,803244,3112529,106316,820892,3187787,2059,17828,102738,3810,111534,1131742,104565,727186,2158783,13192,104089,423047,559,4987,26339,12633,99102,396708,12423,97545,384477,769,6544,38570,0,2825,31403,13247,101264,391644,3360,18321,70488,0,0,0,0,0,0,0,0,2,16,2,15,17,127,17,128,7,2016
2016-07-30,1594304,383,217,17190,138601,568337,1532900,6763967,13830925,170795,1131984,1842732,1362105,5631983,11988193,1882548,16992889,67194951,364869,3329556,8594970,1517679,13663333,58599981,186,1832,129,1045,1412897,5820225,12460355,50792,188242,472162,1362105,5631983,11988193,1693649,15091389,64083187,175970,1428056,5483206,1517679,13663333,58599981,15260,127347,527550,17968,174554,742674,9,68,329,9,79,386,0,0,0,0,0,0,0,0,0,0,0,0,1236434,104773,820211,3294658,4049,34215,177277,100724,785996,3117381,102480,803046,3194766,2293,17165,99892,2111,124476,1128524,102662,695735,2166134,13281,101896,421893,568,4800,26199,12713,97096,395694,12473,95673,384491,808,6223,37402,0,2270,35903,13392,99626,385990,2531,18019,70513,0,0,0,0,0,0,0,0,2,17,2,16,6,115,6,116,7,2016
2016-07-31,1594427,374,241,18382,139256,573326,1553677,6643221,13766549,125168,1205760,1828010,1428509,5437461,11938539,1924353,16813338,68132795,341547,3477091,8767949,1582806,13336247,59364846,144,1794,108,1031,1525783,5684530,12400511,97274,247069,461972,1428509,5437461,11938539,1846725,14865208,64958272,263919,1528961,5593426,1582806,13336247,59364846,15986,128146,530385,18801,173563,749961,10,72,330,11,83,389,0,0,0,0,0,0,0,0,0,0,0,0,1234068,119408,802509,3293743,3709,32331,173919,115699,770178,3119824,117165,786021,3196707,2243,16488,97036,0,115678,1150984,121071,686831,2142759,13606,98690,419107,498,4493,25823,13108,94197,393284,12809,92743,383023,797,5947,36084,0,1597,38563,13789,97093,380544,2871,18134,70779,0,0,0,0,0,0,0,0,0,14,0,13,12,108,12,110,7,2016
2016-08-01,1594470,270,202,4451,129188,567277,133116,6260427,13658616,120218,1267682,1807007,12898,4992745,11851609,256146,14981288,67397411,243400,3501846,8861218,12746,11479442,58536193,233,1778,149,996,90637,5234762,12323587,77739,242017,471978,12898,4992745,11851609,196394,13005359,64168543,183648,1525917,5632350,12746,11479442,58536193,3140,118636,524539,6013,158983,738528,12,78,336,15,90,394,0,0,0,0,0,0,0,0,0,0,0,0,1254673,5177,675634,3216396,4364,30372,172107,813,645262,3044289,4837,661800,3123315,340,13834,93081,163,82280,1113788,5014,593354,2102608,2251,84906,409124,2142,5779,26868,109,79127,382256,1982,79768,374614,269,5138,34510,26,54,38190,2225,84852,370934,1682,16984,70198,0,0,0,0,0,0,0,0,0,13,0,12,8,97,5,95,8,2016
2016-08-02,1594485,225,198,3439,109916,551072,77545,5582560,13585461,77529,1191204,1811224,16,4391356,11774237,163530,12262417,66006536,163514,3362624,8886244,16,8899793,57120292,195,1664,103,896,63403,4612656,12258123,63387,221300,483886,16,4391356,11774237,141781,10336413,62760994,141765,1436620,5640702,16,8899793,57120292,2022,100195,509227,3726,136860,720806,8,77,336,9,89,394,0,0,0,0,0,0,0,0,0,0,0,0,1253747,1848,561532,3150418,1841,26853,169843,7,534679,2980575,1678,549983,3059956,170,11549,90462,144,54681,1062861,1704,506851,2087557,985,71319,401100,982,5989,27180,3,65330,373920,863,66959,367606,122,4360,33494,35,0,36256,950,71381,364844,1806,14923,69450,0,0,0,0,0,0,0,0,0,9,0,8,5,83,5,81,8,2016
2016-08-03,1594506,251,226,3482,86366,539478,74311,4772721,13481942,73042,1093705,1789681,1269,3679016,11692261,185260,9429083,64251960,183601,2976912,8825531,1659,6452171,55426429,235,1560,109,809,71927,3922616,12148407,70658,243600,456146,1269,3679016,11692261,181174,7833422,61015447,179515,1381251,5589018,1659,6452171,55426429,1995,77092,498899,3417,106421,699114,9,70,328,11,81,392,0,0,0,0,0,0,0,0,0,0,0,0,1253813,447,448164,3075631,441,22642,150779,6,425522,2924852,375,438924,2988530,72,9240,87101,47,42916,1021802,400,405248,2053829,201,56821,391095,200,5512,23767,1,51309,367328,152,53288,358978,49,3533,32117,13,232,32585,188,56589,358510,1850,13290,68644,0,0,0,0,0,0,0,0,0,6,0,6,6,67,5,63,8,2016
2016-08-04,1594515,256,245,3334,64596,521060,69840,3815123,13360819,68514,770352,1765197,1326,3044771,11595622,178408,6973782,62314765,176389,2252933,8752540,2019,4720849,53562225,174,1463,93,719,68595,3264624,12038261,67269,219853,442639,1326,3044771,11595622,175638,6060059,59099716,173619,1339210,5537491,2019,4720849,53562225,1835,57053,482298,2948,78186,675864,11,69,317,12,83,383,0,0,0,0,0,0,0,0,0,0,0,0,1251658,425,340453,3014627,425,18891,144970,0,321562,2869657,361,333212,2929689,64,7241,84938,40,32985,987978,385,307468,2026649,179,43695,384330,179,5128,22900,0,38567,361430,136,40838,353016,43,2857,31314,13,0,29650,166,44242,354680,1897,11768,66837,0,0,0,0,0,0,0,0,0,4,0,4,2,56,2,52,8,2016
